text,entities
"chăm sóc cây mùa bão","[{""type"":""SEASON"",""value"":""mùa bão"",""start"":13,""end"":20}]"
"vụ xuân 2025","[{""type"":""SEASON"",""value"":""vụ xuân 2025"",""start"":0,""end"":12}]"
"mùa gieo hạt đã đến","[{""type"":""SEASON"",""value"":""mùa gieo hạt"",""start"":0,""end"":12}]"
"lịch mùa vụ năm nay","[{""type"":""SEASON"",""value"":""mùa vụ"",""start"":5,""end"":11}]"
"vụ này trồng ngô","[{""type"":""SEASON"",""value"":""vụ này"",""start"":0,""end"":6}]"
"cuối mùa mưa hay bị nấm","[{""type"":""SEASON"",""value"":""cuối mùa mưa"",""start"":0,""end"":12}]"
"vụ 1 bắt đầu","[{""type"":""SEASON"",""value"":""vụ 1"",""start"":0,""end"":4}]"
"trồng 3 vụ 1 năm","[{""type"":""SEASON"",""value"":""vụ"",""start"":8,""end"":11}]"
"vụ lúa đông xuân","[{""type"":""SEASON"",""value"":""vụ lúa đông xuân"",""start"":0,""end"":16}]"
"mùa nước nổi trồng gì?","[{""type"":""SEASON"",""value"":""mùa nước nổi"",""start"":0,""end"":12}]"
"vụ đông 2023","[{""type"":""SEASON"",""value"":""vụ đông 2023"",""start"":0,""end"":12}]"
"đây là vụ chính trong năm","[{""type"":""SEASON"",""value"":""vụ chính"",""start"":7,""end"":15}]"
"trồng cây mùa lễ hội","[{""type"":""SEASON"",""value"":""mùa lễ hội"",""start"":11,""end"":21}]"
"vụ chiêm xuân","[{""type"":""SEASON"",""value"":""vụ chiêm xuân"",""start"":0,""end"":13}]"
"mùa khô kéo dài","[{""type"":""SEASON"",""value"":""mùa khô"",""start"":0,""end"":7}]"
"vụ thu sắp hết","[{""type"":""SEASON"",""value"":""vụ thu"",""start"":0,""end"":6}]"
"vụ 2 trồng gì?","[{""type"":""SEASON"",""value"":""vụ 2"",""start"":0,""end"":4}]"
"đây là vụ muộn","[{""type"":""SEASON"",""value"":""vụ muộn"",""start"":7,""end"":14}]"
"mùa rét cần che chắn","[{""type"":""SEASON"",""value"":""mùa rét"",""start"":0,""end"":7}]"
"vụ 3 đã gieo hạt","[{""type"":""SEASON"",""value"":""vụ 3"",""start"":0,""end"":4}]"
"chuẩn bị cho mùa sau","[{""type"":""SEASON"",""value"":""mùa sau"",""start"":13,""end"":20}]"
"vụ hè thu 2024","[{""type"":""SEASON"",""value"":""vụ hè thu 2024"",""start"":0,""end"":14}]"
"cây lúa nước là cây lương thực chính","[{""type"":""CROP_NAME"",""value"":""lúa nước"",""start"":4,""end"":12}]"
"giống cà phê Robusta trồng ở Tây Nguyên","[{""type"":""CROP_NAME"",""value"":""cà phê Robusta"",""start"":6,""end"":20}]"
"cách trồng cây thanh long ruột đỏ","[{""type"":""CROP_NAME"",""value"":""thanh long ruột đỏ"",""start"":16,""end"":34}]"
"giá bưởi Diễn hôm nay","[{""type"":""CROP_NAME"",""value"":""bưởi Diễn"",""start"":4,""end"":13}]"
"vải thiều Lục Ngạn đang vào mùa","[{""type"":""CROP_NAME"",""value"":""vải thiều Lục Ngạn"",""start"":0,""end"":18}]"
"cây hồ tiêu cần nhiều nước không?","[{""type"":""CROP_NAME"",""value"":""hồ tiêu"",""start"":4,""end"":11}]"
"bệnh trên cây điều","[{""type"":""CROP_NAME"",""value"":""điều"",""start"":13,""end"":17}]"
"thu hoạch mủ cao su","[{""type"":""CROP_NAME"",""value"":""cao su"",""start"":12,""end"":18}]"
"cách trồng rau đay","[{""type"":""CROP_NAME"",""value"":""rau đay"",""start"":10,""end"":17}]"
"cây sắn dùng để làm gì?","[{""type"":""CROP_NAME"",""value"":""sắn"",""start"":4,""end"":7}]"
"trồng dừa xiêm Bến Tre","[{""type"":""CROP_NAME"",""value"":""dừa xiêm Bến Tre"",""start"":6,""end"":23}]"
"giống chè Thái Nguyên","[{""type"":""CROP_NAME"",""value"":""chè Thái Nguyên"",""start"":6,""end"":21}]"
"cây mía đường đang bị sâu","[{""type"":""CROP_NAME"",""value"":""mía đường"",""start"":4,""end"":13}]"
"cách trồng khoai mỡ","[{""type"":""CROP_NAME"",""value"":""khoai mỡ"",""start"":10,""end"":18}]"
"bệnh rồng vàng trên cây có múi","[{""type"":""CROP_NAME"",""value"":""cây có múi"",""start"":24,""end"":35}]"
"giống lúa nếp cái hoa vàng","[{""type"":""CROP_NAME"",""value"":""lúa nếp cái hoa vàng"",""start"":6,""end"":27}]"
"cây chôm chôm bao lâu có trái?","[{""type"":""CROP_NAME"",""value"":""chôm chôm"",""start"":4,""end"":12}]"
"cách chăm sóc măng cụt","[{""type"":""CROP_NAME"",""value"":""măng cụt"",""start"":14,""end"":22}]"
"trồng xen canh cây lạc","[{""type"":""CROP_NAME"",""value"":""lạc"",""start"":19,""end"":22}]"
"cây đậu tương bị vàng lá","[{""type"":""CROP_NAME"",""value"":""đậu tương"",""start"":4,""end"":13}]"
"cách trồng rau dền","[{""type"":""CROP_NAME"",""value"":""rau dền"",""start"":10,""end"":17}]"
"giá vú sữa Lò Rèn","[{""type"":""CROP_NAME"",""value"":""vú sữa Lò Rèn"",""start"":4,""end"":17}]"
"bệnh trên cây na","[{""type"":""CROP_NAME"",""value"":""na"",""start"":13,""end"":15}]"
"cây mãng cầu xiêm","[{""type"":""CROP_NAME"",""value"":""mãng cầu xiêm"",""start"":4,""end"":18}]"
"trồng cây sả để đuổi côn trùng","[{""type"":""CROP_NAME"",""value"":""sả"",""start"":11,""end"":13}]"
"cách trồng tỏi Lý Sơn","[{""type"":""CROP_NAME"",""value"":""tỏi Lý Sơn"",""start"":10,""end"":20}]"
"cây quế trồng ở đâu?","[{""type"":""CROP_NAME"",""value"":""quế"",""start"":4,""end"":7}]"
"giá hạt mắc ca hôm nay","[{""type"":""CROP_NAME"",""value"":""mắc ca"",""start"":8,""end"":14}]"
"cây cói dùng làm gì?","[{""type"":""CROP_NAME"",""value"":""cói"",""start"":4,""end"":7}]"
"cây atiso Sapa","[{""type"":""CROP_NAME"",""value"":""atiso Sapa"",""start"":4,""end"":15}]"
"cách trồng rau ngót","[{""type"":""CROP_NAME"",""value"":""rau ngót"",""start"":10,""end"":18}]"
"cây hẹ có dễ trồng không?","[{""type"":""CROP_NAME"",""value"":""hẹ"",""start"":4,""end"":6}]"
"kỹ thuật trồng cây tràm","[{""type"":""CROP_NAME"",""value"":""tràm"",""start"":19,""end"":23}]"
"giống bơ 034","[{""type"":""CROP_NAME"",""value"":""bơ 034"",""start"":6,""end"":12}]"
"cây đậu xanh cần bao nhiêu nước?","[{""type"":""CROP_NAME"",""value"":""đậu xanh"",""start"":4,""end"":12}]"
"thu hoạch củ cải trắng","[{""type"":""CROP_NAME"",""value"":""củ cải trắng"",""start"":10,""end"":23}]"
"cách trồng dưa chuột","[{""type"":""CROP_NAME"",""value"":""dưa chuột"",""start"":10,""end"":19}]"
"bệnh trên cây đậu bắp","[{""type"":""CROP_NAME"",""value"":""đậu bắp"",""start"":13,""end"":20}]"
"cây rau má hợp đất nào?","[{""type"":""CROP_NAME"",""value"":""rau má"",""start"":4,""end"":10}]"
"cách trồng mướp đắng","[{""type"":""CROP_NAME"",""value"":""mướp đắng"",""start"":10,""end"":19}]"
"giống xoài Cát Chu","[{""type"":""CROP_NAME"",""value"":""xoài Cát Chu"",""start"":6,""end"":18}]"
"cây mồng tơi bị vàng lá","[{""type"":""CROP_NAME"",""value"":""mồng tơi"",""start"":4,""end"":12}]"
"cách trồng su su lấy ngọn","[{""type"":""CROP_NAME"",""value"":""su su"",""start"":10,""end"":15}]"
"giống dâu tây New Zealand","[{""type"":""CROP_NAME"",""value"":""dâu tây New Zealand"",""start"":6,""end"":26}]"
"cây nhãn lồng Hưng Yên","[{""type"":""CROP_NAME"",""value"":""nhãn lồng Hưng Yên"",""start"":4,""end"":23}]"
"cách trồng mướp hương","[{""type"":""CROP_NAME"",""value"":""mướp hương"",""start"":10,""end"":20}]"
"cây hoa hòe bán ở đâu?","[{""type"":""CROP_NAME"",""value"":""hoa hòe"",""start"":4,""end"":11}]"
"cách trồng sâm Ngọc Linh","[{""type"":""CROP_NAME"",""value"":""sâm Ngọc Linh"",""start"":10,""end"":23}]"
"thu hoạch hạt sen","[{""type"":""CROP_NAME"",""value"":""sen"",""start"":13,""end"":16}]"
"cây keo lai bao lâu thu hoạch?","[{""type"":""CROP_NAME"",""value"":""keo lai"",""start"":4,""end"":11}]"
"cách trồng củ dong","[{""type"":""CROP_NAME"",""value"":""củ dong"",""start"":10,""end"":17}]"
"giống ngô lai NK7328","[{""type"":""CROP_NAME"",""value"":""ngô lai NK7328"",""start"":6,""end"":20}]"
"cây đậu rồng dễ trồng không?","[{""type"":""CROP_NAME"",""value"":""đậu rồng"",""start"":4,""end"":12}]"
"cách trồng cây sa kê","[{""type"":""CROP_NAME"",""value"":""sa kê"",""start"":16,""end"":21}]"
"cây rau răm","[{""type"":""CROP_NAME"",""value"":""rau răm"",""start"":4,""end"":11}]"
"giống ổi lê Đài Loan","[{""type"":""CROP_NAME"",""value"":""ổi lê Đài Loan"",""start"":6,""end"":20}]"
"cây bạc hà đuổi muỗi","[{""type"":""CROP_NAME"",""value"":""bạc hà"",""start"":4,""end"":10}]"
"cách trồng đậu đen xanh lòng","[{""type"":""CROP_NAME"",""value"":""đậu đen xanh lòng"",""start"":10,""end"":28}]"
"cây tía tô","[{""type"":""CROP_NAME"",""value"":""tía tô"",""start"":4,""end"":10}]"
"cách trồng rau diếp cá","[{""type"":""CROP_NAME"",""value"":""rau diếp cá"",""start"":10,""end"":21}]"
"cây đinh lăng","[{""type"":""CROP_NAME"",""value"":""đinh lăng"",""start"":4,""end"":13}]"
"trồng cây sachi","[{""type"":""CROP_NAME"",""value"":""sachi"",""start"":11,""end"":16}]"
"giống chanh dây tím","[{""type"":""CROP_NAME"",""value"":""chanh dây tím"",""start"":6,""end"":19}]"
"cây khổ qua","[{""type"":""CROP_NAME"",""value"":""khổ qua"",""start"":4,""end"":11}]"
"trồng nấm bào ngư xám","[{""type"":""CROP_NAME"",""value"":""nấm bào ngư xám"",""start"":6,""end"":22}]"
"cách trồng cà pháo","[{""type"":""CROP_NAME"",""value"":""cà pháo"",""start"":10,""end"":17}]"
"giống dưa lê siêu ngọt","[{""type"":""CROP_NAME"",""value"":""dưa lê"",""start"":6,""end"":12}]"
"cây đậu ván","[{""type"":""CROP_NAME"",""value"":""đậu ván"",""start"":4,""end"":11}]"
"cây măng tây xanh","[{""type"":""CROP_NAME"",""value"":""măng tây xanh"",""start"":4,""end"":17}]"
"giống nho Ninh Thuận","[{""type"":""CROP_NAME"",""value"":""nho Ninh Thuận"",""start"":6,""end"":20}]"
"cây kinh giới","[{""type"":""CROP_NAME"",""value"":""kinh giới"",""start"":4,""end"":13}]"
"cách trồng củ kiệu","[{""type"":""CROP_NAME"",""value"":""củ kiệu"",""start"":10,""end"":17}]"
"giống khoai tây Marabel","[{""type"":""CROP_NAME"",""value"":""khoai tây Marabel"",""start"":6,""end"":23}]"
"cây sương sâm","[{""type"":""CROP_NAME"",""value"":""sương sâm"",""start"":4,""end"":14}]"
"cách trồng cây lá lốt","[{""type"":""CROP_NAME"",""value"":""lá lốt"",""start"":16,""end"":22}]"
"cây rau tần ô","[{""type"":""CROP_NAME"",""value"":""rau tần ô"",""start"":4,""end"":14}]"
"giống cúc vạn thọ","[{""type"":""CROP_NAME"",""value"":""cúc vạn thọ"",""start"":6,""end"":17}]"
"trồng cây đỗ quyên","[{""type"":""CROP_NAME"",""value"":""đỗ quyên"",""start"":11,""end"":19}]"
"cây sen đá","[{""type"":""CROP_NAME"",""value"":""sen đá"",""start"":4,""end"":10}]"
"giống dưa lưới Taki","[{""type"":""CROP_NAME"",""value"":""dưa lưới Taki"",""start"":6,""end"":19}]"
"cây hành tây","[{""type"":""CROP_NAME"",""value"":""hành tây"",""start"":4,""end"":12}]"
"cây hoa cẩm tú cầu","[{""type"":""CROP_NAME"",""value"":""cẩm tú cầu"",""start"":12,""end"":22}]"
"cách trồng cây trà hoa vàng","[{""type"":""CROP_NAME"",""value"":""trà hoa vàng"",""start"":16,""end"":28}]"
"giống bí đỏ hồ lô","[{""type"":""CROP_NAME"",""value"":""bí đỏ hồ lô"",""start"":6,""end"":17}]"
"cây rau sam","[{""type"":""CROP_NAME"",""value"":""rau sam"",""start"":4,""end"":11}]"
"trồng cây đẳng sâm","[{""type"":""CROP_NAME"",""value"":""đẳng sâm"",""start"":11,""end"":20}]"
"cách trồng củ dền","[{""type"":""CROP_NAME"",""value"":""củ dền"",""start"":10,""end"":16}]"
"cây ngải cứu","[{""type"":""CROP_NAME"",""value"":""ngải cứu"",""start"":4,""end"":12}]"
"giống cà tím quả dài","[{""type"":""CROP_NAME"",""value"":""cà tím quả dài"",""start"":6,""end"":20}]"
"cây hoa cúc họa mi","[{""type"":""CROP_NAME"",""value"":""cúc họa mi"",""start"":12,""end"":22}]"
"cây hoa đồng tiền","[{""type"":""CROP_NAME"",""value"":""hoa đồng tiền"",""start"":4,""end"":17}]"
"cây hoa ly","[{""type"":""CROP_NAME"",""value"":""hoa ly"",""start"":4,""end"":10}]"
"giống hoa hồng cổ Sapa","[{""type"":""CROP_NAME"",""value"":""hoa hồng cổ Sapa"",""start"":6,""end"":23}]"
"cách trồng nấm kim châm","[{""type"":""CROP_NAME"",""value"":""nấm kim châm"",""start"":10,""end"":22}]"
"cây rau húng quế","[{""type"":""CROP_NAME"",""value"":""húng quế"",""start"":12,""end"":20}]"
"giống dừa sáp","[{""type"":""CROP_NAME"",""value"":""dừa sáp"",""start"":6,""end"":14}]"
"cây bông cải xanh","[{""type"":""CROP_NAME"",""value"":""bông cải xanh"",""start"":4,""end"":17}]"
"cách trồng cây thanh long","[{""type"":""CROP_NAME"",""value"":""thanh long"",""start"":16,""end"":25}]"
"hẹn tưới 15 phút","[{""type"":""DURATION"",""value"":""15 phút"",""start"":9,""end"":16}]"
"chạy máy bơm trong 3 giờ","[{""type"":""DURATION"",""value"":""3 giờ"",""start"":18,""end"":23}]"
"chỉ 30 giây thôi","[{""type"":""DURATION"",""value"":""30 giây"",""start"":4,""end"":11}]"
"ngâm hạt 2 ngày","[{""type"":""DURATION"",""value"":""2 ngày"",""start"":9,""end"":15}]"
"bật đèn 8 tiếng","[{""type"":""DURATION"",""value"":""8 tiếng"",""start"":9,""end"":16}]"
"ủ phân 3 tuần","[{""type"":""DURATION"",""value"":""3 tuần"",""start"":7,""end"":13}]"
"cây phát triển 2 tháng","[{""type"":""DURATION"",""value"":""2 tháng"",""start"":16,""end"":23}]"
"hợp đồng 5 năm","[{""type"":""DURATION"",""value"":""5 năm"",""start"":9,""end"":14}]"
"chờ nửa tiếng","[{""type"":""DURATION"",""value"":""nửa tiếng"",""start"":4,""end"":13}]"
"làm việc cả ngày","[{""type"":""DURATION"",""value"":""cả ngày"",""start"":9,""end"":16}]"
"phơi 2 ngày","[{""type"":""DURATION"",""value"":""2 ngày"",""start"":5,""end"":11}]"
"tắt sau 10 phút","[{""type"":""DURATION"",""value"":""10 phút"",""start"":9,""end"":16}]"
"chạy 1 giờ đồng hồ","[{""type"":""DURATION"",""value"":""1 giờ đồng hồ"",""start"":5,""end"":17}]"
"nghỉ 5 phút nhé","[{""type"":""DURATION"",""value"":""5 phút"",""start"":5,""end"":11}]"
"tưới 45 phút","[{""type"":""DURATION"",""value"":""45 phút"",""start"":6,""end"":13}]"
"mở 1 tiếng rưỡi","[{""type"":""DURATION"",""value"":""1 tiếng rưỡi"",""start"":3,""end"":15}]"
"cách ly 1 tuần","[{""type"":""DURATION"",""value"":""1 tuần"",""start"":9,""end"":15}]"
"gieo 10 ngày rồi","[{""type"":""DURATION"",""value"":""10 ngày"",""start"":5,""end"":12}]"
"bảo hành 12 tháng","[{""type"":""DURATION"",""value"":""12 tháng"",""start"":10,""end"":18}]"
"chờ 15 giây","[{""type"":""DURATION"",""value"":""15 giây"",""start"":4,""end"":11}]"
"tưới 1 phút 30 giây","[{""type"":""DURATION"",""value"":""1 phút 30 giây"",""start"":6,""end"":19}]"
"bật đèn 12 giờ mỗi ngày","[{""type"":""DURATION"",""value"":""12 giờ"",""start"":9,""end"":14}]"
"chu kỳ 90 ngày","[{""type"":""DURATION"",""value"":""90 ngày"",""start"":8,""end"":15}]"
"sạc 4 giờ","[{""type"":""DURATION"",""value"":""4 giờ"",""start"":4,""end"":9}]"
"tắt trong 5 giây","[{""type"":""DURATION"",""value"":""5 giây"",""start"":10,""end"":16}]"
"mở 12 phút","[{""type"":""DURATION"",""value"":""12 phút"",""start"":3,""end"":10}]"
"chạy quạt 1.5 giờ","[{""type"":""DURATION"",""value"":""1.5 giờ"",""start"":10,""end"":17}]"
"ủ 20 ngày","[{""type"":""DURATION"",""value"":""20 ngày"",""start"":2,""end"":9}]"
"mất 3 năm mới có quả","[{""type"":""DURATION"",""value"":""3 năm"",""start"":4,""end"":9}]"
"tưới 3 tiếng","[{""type"":""DURATION"",""value"":""3 tiếng"",""start"":6,""end"":13}]"
"chỉ 20 phút","[{""type"":""DURATION"",""value"":""20 phút"",""start"":4,""end"":11}]"
"mở 24 giờ","[{""type"":""DURATION"",""value"":""24 giờ"",""start"":3,""end"":9}]"
"gieo 1 tuần","[{""type"":""DURATION"",""value"":""1 tuần"",""start"":5,""end"":11}]"
"cây 1 tháng","[{""type"":""DURATION"",""value"":""1 tháng"",""start"":4,""end"":11}]"
"tưới 20 giây","[{""type"":""DURATION"",""value"":""20 giây"",""start"":6,""end"":13}]"
"làm 4 giờ","[{""type"":""DURATION"",""value"":""4 giờ"",""start"":4,""end"":9}]"
"3 ngày 2 đêm","[{""type"":""DURATION"",""value"":""3 ngày 2 đêm"",""start"":0,""end"":12}]"
"phơi 1 nắng","[{""type"":""DURATION"",""value"":""1 nắng"",""start"":5,""end"":11}]"
"bật 2 tiếng rưỡi","[{""type"":""DURATION"",""value"":""2 tiếng rưỡi"",""start"":4,""end"":16}]"
"60 phút nữa tưới","[{""type"":""DURATION"",""value"":""60 phút"",""start"":0,""end"":7}]"
"chạy 120 giây","[{""type"":""DURATION"",""value"":""120 giây"",""start"":5,""end"":13}]"
"chỉ 5 phút","[{""type"":""DURATION"",""value"":""5 phút"",""start"":4,""end"":10}]"
"làm cả buổi sáng","[{""type"":""DURATION"",""value"":""cả buổi sáng"",""start"":4,""end"":16}]"
"mất suốt cả tuần","[{""type"":""DURATION"",""value"":""suốt cả tuần"",""start"":4,""end"":16}]"
"chờ 1 quý","[{""type"":""DURATION"",""value"":""1 quý"",""start"":4,""end"":9}]"
"hẹn 180 phút","[{""type"":""DURATION"",""value"":""180 phút"",""start"":4,""end"":12}]"
"phát triển 60 ngày","[{""type"":""DURATION"",""value"":""60 ngày"",""start"":12,""end"":19}]"
"mở máy 3 giờ","[{""type"":""DURATION"",""value"":""3 giờ"",""start"":8,""end"":13}]"
"tưới 25 phút","[{""type"":""DURATION"",""value"":""25 phút"",""start"":6,""end"":13}]"
"chờ 1 giờ 15 phút","[{""type"":""DURATION"",""value"":""1 giờ 15 phút"",""start"":4,""end"":18}]"
"hoạt động 24/7","[{""type"":""DURATION"",""value"":""24/7"",""start"":11,""end"":15}]"
"tưới 2 lần/ngày","[{""type"":""DURATION"",""value"":""2 lần/ngày"",""start"":6,""end"":16}]"
"bón phân 1 lần/tuần","[{""type"":""DURATION"",""value"":""1 lần/tuần"",""start"":9,""end"":20}]"
"phun thuốc hàng tháng","[{""type"":""DURATION"",""value"":""hàng tháng"",""start"":11,""end"":20}]"
"kiểm tra hàng ngày","[{""type"":""DURATION"",""value"":""hàng ngày"",""start"":10,""end"":19}]"
"chỉ mất vài phút","[{""type"":""DURATION"",""value"":""vài phút"",""start"":8,""end"":16}]"
"cần mấy tiếng?","[{""type"":""DURATION"",""value"":""mấy tiếng"",""start"":4,""end"":13}]"
"làm trong vài ngày","[{""type"":""DURATION"",""value"":""vài ngày"",""start"":9,""end"":17}]"
"tưới 2 phút 10 giây","[{""type"":""DURATION"",""value"":""2 phút 10 giây"",""start"":6,""end"":19}]"
"ngâm 4 tiếng","[{""type"":""DURATION"",""value"":""4 tiếng"",""start"":5,""end"":12}]"
"phơi 3 nắng","[{""type"":""DURATION"",""value"":""3 nắng"",""start"":5,""end"":11}]"
"bật quạt suốt đêm","[{""type"":""DURATION"",""value"":""suốt đêm"",""start"":9,""end"":17}]"
"cả buổi chiều","[{""type"":""DURATION"",""value"":""cả buổi chiều"",""start"":0,""end"":13}]"
"cây 6 tháng tuổi","[{""type"":""DURATION"",""value"":""6 tháng"",""start"":4,""end"":11}]"
"bảo hành 2 năm","[{""type"":""DURATION"",""value"":""2 năm"",""start"":10,""end"":15}]"
"chờ 1.5 phút","[{""type"":""DURATION"",""value"":""1.5 phút"",""start"":4,""end"":12}]"
"tưới 0.5 giờ","[{""type"":""DURATION"",""value"":""0.5 giờ"",""start"":6,""end"":13}]"
"mất 2.5 tiếng","[{""type"":""DURATION"",""value"":""2.5 tiếng"",""start"":4,""end"":13}]"
"cần 45 giây","[{""type"":""DURATION"",""value"":""45 giây"",""start"":4,""end"":11}]"
"hẹn 5 phút","[{""type"":""DURATION"",""value"":""5 phút"",""start"":4,""end"":10}]"
"chạy 18 giờ","[{""type"":""DURATION"",""value"":""18 giờ"",""start"":5,""end"":11}]"
"làm 3 ngày","[{""type"":""DURATION"",""value"":""3 ngày"",""start"":4,""end"":10}]"
"ủ 2.5 tuần","[{""type"":""DURATION"",""value"":""2.5 tuần"",""start"":2,""end"":10}]"
"1.5 tháng","[{""type"":""DURATION"",""value"":""1.5 tháng"",""start"":0,""end"":9}]"
"0.5 năm","[{""type"":""DURATION"",""value"":""0.5 năm"",""start"":0,""end"":7}]"
"chờ 1 phút rưỡi","[{""type"":""DURATION"",""value"":""1 phút rưỡi"",""start"":4,""end"":15}]"
"hơn 3 giờ","[{""type"":""DURATION"",""value"":""3 giờ"",""start"":4,""end"":9}]"
"khoảng 2 tuần","[{""type"":""DURATION"",""value"":""2 tuần"",""start"":8,""end"":14}]"
"mất 10 ngày","[{""type"":""DURATION"",""value"":""10 ngày"",""start"":4,""end"":11}]"
"tưới 10 phút/lần","[{""type"":""DURATION"",""value"":""10 phút/lần"",""start"":6,""end"":17}]"
"chạy 30 phút mỗi giờ","[{""type"":""DURATION"",""value"":""30 phút"",""start"":5,""end"":12}]"
"nghỉ 15p","[{""type"":""DURATION"",""value"":""15p"",""start"":5,""end"":8}]"
"bật 1h","[{""type"":""DURATION"",""value"":""1h"",""start"":4,""end"":6}]"
"tắt 30s","[{""type"":""DURATION"",""value"":""30s"",""start"":4,""end"":7}]"
"mất 3 tháng 10 ngày","[{""type"":""DURATION"",""value"":""3 tháng 10 ngày"",""start"":4,""end"":19}]"
"hạn 2 năm rưỡi","[{""type"":""DURATION"",""value"":""2 năm rưỡi"",""start"":4,""end"":15}]"
"cả thập kỷ","[{""type"":""DURATION"",""value"":""cả thập kỷ"",""start"":0,""end"":10}]"
"làm 2 ngày rưỡi","[{""type"":""DURATION"",""value"":""2 ngày rưỡi"",""start"":4,""end"":15}]"
"chờ 1 giờ 45 phút","[{""type"":""DURATION"",""value"":""1 giờ 45 phút"",""start"":4,""end"":18}]"
"tưới 3 phút 15 giây","[{""type"":""DURATION"",""value"":""3 phút 15 giây"",""start"":6,""end"":19}]"
"bật 2 tiếng","[{""type"":""DURATION"",""value"":""2 tiếng"",""start"":4,""end"":11}]"
"sạc 1.5 tiếng","[{""type"":""DURATION"",""value"":""1.5 tiếng"",""start"":4,""end"":13}]"
"ngâm 8 tiếng","[{""type"":""DURATION"",""value"":""8 tiếng"",""start"":5,""end"":12}]"
"làm 10 giờ/ngày","[{""type"":""DURATION"",""value"":""10 giờ/ngày"",""start"":4,""end"":14}]"
"hàng quý","[{""type"":""DURATION"",""value"":""hàng quý"",""start"":0,""end"":8}]"
"mỗi 6 tháng","[{""type"":""DURATION"",""value"":""6 tháng"",""start"":4,""end"":11}]"
"suốt 3 năm","[{""type"":""DURATION"",""value"":""3 năm"",""start"":5,""end"":10}]"
"cả mùa vụ","[{""type"":""DURATION"",""value"":""cả mùa vụ"",""start"":0,""end"":9}]"
"mất 15 phút","[{""type"":""DURATION"",""value"":""15 phút"",""start"":4,""end"":11}]"
"tưới 10p","[{""type"":""DURATION"",""value"":""10p"",""start"":6,""end"":9}]"
